ID,Yield
ID_5605KFWD5KLI,748.75
ID_1NJF183VW7MV,42.0
ID_TTYI3X4FHRSK,745.4
ID_LVWYORSZVO3S,243.6734693877551
ID_IEG1EPIW3QJE,724.375
ID_YR8ZM2POXIMW,365.70754716981133
ID_YV25FQOXZ8MV,42.0
ID_RV1AQV8A2YO5,738.5416666666666
ID_MURY55Z0UGAN,319.74626865671644
ID_G0F3TN5NG6BH,243.72549019607843
ID_ALXWTRGLKYET,373.2258064516129
ID_ZJX6UR06AOQN,164.82758620689654
ID_1WMN80LOMPYX,640.1538461538462
ID_59TDKRUHGJTU,507.75384615384615
ID_MAEEJ3FRNXBQ,327.2674418604651
ID_P1FUZAFI9H4Z,726.75
ID_21Q3Q5YNLZZX,724.375
ID_XUQ4DJPJN922,510.655737704918
ID_16EL4RBE07V4,489.5681818181818
ID_J9A3XKAY092U,420.0970149253731
ID_605VN4QHNIDI,392.15841584158414
ID_2N51RJM7IWTE,507.75384615384615
ID_G7LKS3J2NRV9,636.8367346938776
ID_E8R8OU0PL6KU,736.2
ID_DXH0G1YZBCCY,730.6818181818181
ID_RDH6HLOB2U92,347.79761904761904
ID_KHTP23X20T5I,510.655737704918
ID_OJCKZSAW11FT,738.5416666666666
ID_L5TFK1K76NVV,291.35135135135135
ID_7Z26WTZTG1EE,242.82608695652175
ID_062VNY633NVW,636.8367346938776
ID_CM0W1BO8Z7YV,373.2258064516129
ID_YV087R41HIW6,489.5681818181818
ID_030L0XB0GEPB,243.72549019607843
ID_YFVLB2MLINSA,738.5416666666666
ID_QIXJYAUTNLGR,523.876923076923
ID_7RBTQWOKF593,242.82608695652175
ID_WV5M56G6J46P,286.60377358490564
ID_B0BZ87T7Z4G1,489.5681818181818
ID_CKZAYHVYDNOH,353.8829787234043
ID_BH392O5O9YIJ,328.32758620689657
ID_R3G02LS8GNA9,533.8684210526316
ID_Y3HXNR6C9VPN,489.5681818181818
ID_I3VLDTUXI8OU,756.5217391304348
ID_XIRL5AT0PRFF,489.5681818181818
ID_J9R0XLLUEYV5,740.7142857142857
ID_T3BJIT95VAK6,741.2962962962963
ID_1V7154B52Q1R,773.2258064516129
ID_1DB4QAC6FY9E,164.82758620689654
ID_C3CXY15NEROI,724.375
ID_UJAKLBHMJ3YD,636.8367346938776
ID_UPWIMZ9NKMFX,523.876923076923
ID_LM22RNI83BJM,740.7142857142857
ID_NZMFMBIC4FNF,243.72549019607843
ID_I1X7CIDBKXZQ,243.72549019607843
ID_C95LNL1M8H2N,735.0
ID_KGXUKFH4Y7YO,533.8684210526316
ID_WJSH3NU9GIQB,42.0
ID_PZFWOHDEYNGN,489.5681818181818
ID_7ODW5MXTDNCG,745.4
ID_YFDZZ7FAT8H7,726.75
ID_ZW6ZATUAC5CC,509.8611111111111
ID_218WMH65G8WU,715.75
ID_9RU7QWS0WIDP,810.695652173913
ID_PFFCHUW5O67L,521.4915254237288
ID_Z6A67N4N3KEJ,42.0
ID_Y6D7U7R1ULMA,355.5164835164835
ID_F4KMTFROJWL2,392.15841584158414
ID_CD5QDTLLZUPT,243.72549019607843
ID_866ACQHJ1632,392.15841584158414
ID_16ZJ7XNWB9ES,760.1515151515151
ID_HQAI0KUSI7FX,780.7692307692307
ID_P4TXP8UNLQ5F,42.0
ID_KEULJBL0QMMA,392.15841584158414
ID_UIL7S6F6IKE8,392.15841584158414
ID_OKZW0FT04KAU,42.0
ID_NXHSZUCHTMO8,736.3333333333334
ID_KREBTUJY9PUQ,392.15841584158414
ID_BQ8JTW0GEMB4,510.655737704918
ID_EKKF7GLOX3SD,319.74626865671644
ID_ZHJ35MUIKDGT,775.2173913043479
ID_ZXT4WUZLCMVH,392.15841584158414
ID_W12HOWGGSMS8,164.82758620689654
ID_4VC1K7FA4J17,359.6875
ID_I02Z7U56HMOO,489.5681818181818
ID_JM7G4MGZXPA4,489.5681818181818
ID_6FF2BX4HPOG7,359.6875
ID_8UTWWHXEL9R5,738.5416666666666
ID_Q4EJVPZEZXGI,521.4915254237288
ID_22FO3O040DBN,533.8684210526316
ID_2UXKSAJOCCUC,510.655737704918
ID_4DWQ8EGOZF76,392.15841584158414
ID_T6X2E4LGICKT,243.72549019607843
ID_MUL2I0PV3WXF,636.8367346938776
ID_RYWO2W04NGOQ,752.6190476190476
ID_UQJV4MFOR1M5,392.15841584158414
ID_EQYXNVKPIZ8S,327.2674418604651
ID_C1YRVYTDHBCI,359.6875
